y,age,puissance,ville,rouge,age_permis
0,18.46940363,0,1,0,0.233213821
2,20.70580879,0,1,0,0.882799654
0,21.41521528,0,1,0,3.261064348
0,23.98732338,0,1,0,5.888780947
0,33.45345729,0,0,0,10.07046828
0,24.85009768,0,1,1,2.226141625
0,34.77777538,0,1,0,16.47546707
0,22.41050913,0,1,0,0.58699852
0,25.62671189,0,1,0,6.29927447
0,27.65269408,0,1,0,8.642019944
0,18.49641866,0,0,0,0.052786378
0,20.3692671,0,1,0,0.797020573
0,22.0957323,0,1,0,2.273600643
0,26.70212157,1,1,0,2.153370392
0,26.59247216,1,0,0,5.263241015
0,21.86646425,0,1,0,3.677780274
0,22.21964687,0,1,0,4.145712272
0,19.12755806,1,1,0,0.857214467
1,18.41475546,0,1,0,0.402404652
0,26.06254168,1,0,1,8.044184812
0,22.4334318,0,1,0,4.360137659
0,19.5067582,0,1,0,1.506333416
0,25.94776421,0,1,0,7.383393329
1,18.09399882,0,1,0,0.09103559
1,31.23532483,0,1,0,2.3224809
0,44.02143941,0,1,0,24.91632818
0,21.3630892,0,0,0,2.726536457
0,26.53692542,0,1,0,8.426437411
0,20.12973227,0,1,0,1.5726158
0,21.09764296,0,0,0,0.173314386
0,18.79578577,0,1,1,0.718589887
0,27.38144782,1,0,0,8.232363512
0,24.59713437,1,1,0,2.665200348
0,18.28765815,0,0,0,0.285363969
0,24.98129853,0,1,0,5.696896731
0,27.99402796,0,0,0,2.26554575
0,28.19687878,1,1,0,2.083269396
0,18.0424752,0,1,0,0.042427672
0,21.95390824,1,1,0,0.882892096
0,19.46341223,0,1,0,1.333249124
0,20.42570884,0,1,0,0.512537341
0,18.85074829,0,1,0,0.586385174
0,23.79483148,1,0,0,3.389593545
0,22.10918578,0,1,0,4.103819425
0,24.73581776,0,0,0,0.95378266
0,29.38497287,0,1,0,11.32108628
0,18.53367518,1,1,1,0.017980121
0,20.78297785,0,1,0,0.759750421
0,18.66346705,0,0,0,0.511229857
0,30.93778965,1,1,0,9.010563711
0,18.03998986,0,0,0,0.006865574
0,24.24177492,0,1,0,6.206288647
0,18.36010692,0,0,0,0.263030127
0,18.38975718,0,1,0,0.273142733
0,28.48522999,0,1,0,7.009889192
0,43.84881368,0,1,0,25.84629144
0,28.7544922,0,1,0,10.25649339
0,25.13576872,0,1,0,0.571506112
0,29.66858361,0,1,0,9.206176957
0,31.81834935,0,1,0,4.308231098
1,24.47381579,0,1,0,1.950420368
0,34.53925722,0,0,1,11.43724688
0,20.90126865,1,1,0,2.893914066
0,26.29514487,1,1,0,8.286608898
0,33.02383075,0,1,0,14.25402082
0,34.82438358,0,1,1,12.62019302
0,29.45345485,1,1,0,11.45310435
0,24.86249316,0,0,0,6.49543893
0,18.76868017,0,1,0,0.279612342
0,21.51464115,0,1,0,2.444761891
0,21.92580495,1,1,0,2.13017379
0,35.26697483,0,1,1,3.619099036
0,21.87784634,0,0,0,1.0188132
0,20.3601798,0,1,0,2.159274154
0,18.86160527,0,1,0,0.085205119
0,22.35602183,0,1,0,3.25270817
0,35.04669453,1,0,1,16.96934791
0,29.51661096,0,1,0,11.46534153
0,20.54988315,0,1,0,0.559279781
0,26.18210473,0,0,0,6.656516641
0,32.93941789,0,1,0,13.35341945
0,19.47531855,0,0,0,0.893017674
0,36.00757025,0,1,0,13.03025117
0,29.94032562,0,1,0,11.93580363
0,24.2257887,0,1,0,5.417478517
0,21.86741829,0,1,0,3.481476144
0,19.20168946,0,1,0,0.291122754
0,18.2950426,0,1,0,0.168023538
0,44.0911761,0,0,0,19.83790791
1,31.53745271,0,0,0,13.42546645
0,28.59875455,0,1,0,8.467346812
1,40.83645038,0,1,0,11.08331131
0,20.83162126,0,0,0,2.608556835
0,30.10680718,0,0,0,4.187118903
0,37.33122704,0,1,0,11.31130078
0,39.99015765,0,1,0,14.16928983
0,27.96473969,0,1,1,1.126073999
0,23.95719531,1,1,0,0.429949918
0,18.25083436,0,1,0,0.20614571
0,18.59084302,0,1,0,0.160513044
0,21.55686441,0,1,0,3.345848426
0,19.04820231,0,1,1,0.395879528
1,20.29621203,0,0,0,1.234931041
1,22.55530951,0,1,0,4.44185657
0,22.7603278,0,0,0,3.385569833
0,34.82403455,0,1,0,15.77869835
0,28.38681084,1,0,0,7.45468474
0,31.71660005,0,1,0,5.124367667
0,46.04831511,0,1,0,4.755575772
1,28.26985095,0,1,0,9.728282695
0,25.20096497,0,1,0,3.032547539
0,18.46409491,0,1,0,0.406577024
0,21.49736056,0,1,0,0.056282518
0,31.64706533,0,1,1,6.107655415
1,19.16267011,0,0,1,0.344186588
0,37.29378469,0,1,0,17.44552223
0,19.69464997,0,0,0,1.08904572
0,18.70259718,0,1,0,0.399252458
0,36.54582838,0,1,0,6.294088719
0,19.82832555,0,0,0,0.840250002
0,25.0820798,0,0,0,3.291925992
0,28.10186028,0,1,1,6.420429836
1,24.63967434,0,1,0,5.701335398
1,21.08601279,0,1,0,2.697599676
0,18.17131524,1,0,0,0.032397666
0,23.54502393,0,0,0,5.414393561
0,28.75155353,0,1,0,7.535834924
0,38.58117381,0,1,0,5.221170575
0,21.33924971,0,1,0,3.324894748
0,19.0966229,0,1,1,0.86482224
0,46.26109765,0,0,0,3.139529774
0,20.37231655,0,0,0,2.049974702
0,18.74943592,0,1,0,0.324693998
0,20.60281039,0,1,0,2.586118436
0,23.8252739,0,0,0,2.692145034
0,22.65099752,0,1,1,0.501986237
1,23.40856211,0,1,1,5.003893626
0,20.71461886,0,1,1,1.926199778
0,32.75788496,0,1,0,8.03761422
0,19.37072449,0,0,0,0.580603512
0,28.00696566,0,1,0,8.933008013
0,21.74359674,0,0,1,3.015045473
1,20.74557209,0,0,0,1.87325576
0,35.82475007,0,1,0,3.338075626
0,20.96334719,0,1,0,2.911520736
0,26.04634059,0,1,0,3.925850085
0,22.34488336,1,0,1,3.845422879
0,23.73672611,0,0,0,5.593130627
1,19.23617176,1,0,0,0.350132515
0,19.21632767,1,1,0,1.214335554
0,23.35210128,0,0,1,5.206043578
0,36.951427,0,0,0,4.286309374
0,20.58428686,0,1,0,2.421909146
0,24.79620068,0,1,0,6.685326644
0,28.88856253,0,1,0,5.228212077
0,18.74493696,0,1,1,0.512574147
0,31.46443104,1,1,0,6.213208827
0,18.86925131,0,1,0,0.868829593
0,26.92680162,1,1,1,8.424461393
0,19.63918125,0,1,0,1.457099813
0,30.35853563,1,1,0,9.514352572
0,23.54821265,0,1,0,4.530253801
0,18.25115317,1,0,0,0.058636831
0,25.92466473,0,1,0,7.062538468
1,20.67712355,0,0,0,0.281394831
0,19.51161248,0,1,0,0.866764366
0,32.32840302,1,0,0,7.88861119
0,24.4626426,0,1,0,5.264970296
0,24.8683501,0,1,0,6.31340364
0,19.73543272,0,1,0,1.450284765
0,30.98359857,0,0,0,10.53773927
1,20.23428162,0,1,1,0.714521789
0,18.31549081,0,1,0,0.272747584
0,33.6653357,0,0,0,14.44902476
0,18.78946792,0,1,0,0.78814191
0,24.41565817,0,1,0,5.925127869
0,23.34422549,0,1,0,4.872766589
0,32.54441986,0,1,0,14.28402146
0,18.42978725,0,1,1,0.412061808
0,35.45722835,0,0,0,12.72311448
0,18.57318997,0,0,1,0.542168531
1,35.06972919,0,1,0,13.61560063
0,21.41646613,0,1,0,2.197871937
0,18.79994096,1,1,1,0.751424404
0,40.46291093,0,0,0,19.08941018
0,19.31306609,0,0,1,1.234675862
1,22.766971,0,1,0,1.335429359
0,46.19521746,0,1,0,26.36178931
0,33.02234349,0,0,0,6.462844322
0,22.69233297,0,1,0,3.148133342
0,31.18469013,0,1,0,3.399110889
0,39.96254914,0,1,0,18.75150462
0,22.52912197,0,1,0,3.748198289
0,27.39106823,1,0,1,9.026887168
0,23.46960284,0,1,0,5.095901131
0,23.16001089,0,1,0,5.094024735
0,18.03675563,0,0,0,0.030121742
0,21.39189479,0,1,1,3.381097229
0,32.64406433,0,1,0,14.53779653
0,18.34804113,0,1,0,0.346658495
0,25.31713973,1,0,0,3.511649731
0,20.94922336,0,1,0,1.784331253
0,19.12228917,1,1,0,0.097608592
0,20.92314511,0,1,0,0.07074084
0,18.40928049,0,1,0,0.403455046
0,18.99268238,0,0,0,0.271986324
0,19.23311938,0,1,0,0.147179692
0,21.34431789,0,0,0,0.92726429
0,25.18302016,1,0,0,6.98875737
0,28.66967528,0,1,0,6.263880524
0,40.9108257,1,0,0,19.69295679
0,21.46976199,0,0,0,2.279539883
0,22.59733477,0,0,0,1.752790985
0,31.86713875,0,1,0,7.430581965
0,24.60497558,1,0,0,6.255045927
0,26.8244586,0,1,1,5.462978326
0,18.98958326,0,0,0,0.699718539
0,18.13564895,0,1,0,0.119531673
0,24.17007836,0,0,0,5.295278794
0,22.7424975,0,1,0,4.624607907
0,23.80858318,0,0,0,5.712956909
0,22.83488705,0,1,0,4.525081972
0,29.04820803,0,0,0,8.854334905
0,19.11777341,0,0,0,0.279360385
0,51.43791339,0,1,0,31.19743961
0,32.36690819,0,0,0,8.604979825
0,20.44705985,0,0,0,0.812417158
0,19.1079479,0,1,0,0.212463638
0,38.35492333,0,0,0,20.24614111
0,23.71385994,0,1,1,3.712830188
0,21.64683124,0,0,1,1.68690798
0,30.10655769,0,1,0,2.806881968
0,19.50151776,1,1,1,1.431640988
0,19.25732193,0,0,0,0.608639288
0,29.59091892,0,1,0,9.733386611
0,32.05754504,1,1,0,9.115102164
0,23.78331145,0,0,0,0.448602871
0,20.6768995,1,0,0,2.567122834
0,19.41286983,0,0,0,1.138100652
0,24.08513428,0,1,0,3.764196647
0,19.44828249,1,0,0,1.443662988
0,25.17678775,0,0,1,6.523900523
0,30.59745959,0,0,0,4.895468312
0,21.13810267,0,1,0,3.079399907
0,22.58476759,0,1,0,2.47316755
0,23.38447489,1,1,0,3.984942833
0,22.85905817,0,1,0,3.55550091
0,22.53876934,0,1,0,3.109209137
0,20.59686941,0,1,0,1.922403843
0,18.98462754,1,1,0,0.405628309
0,20.33030132,0,1,0,2.330187414
0,28.62560976,0,1,0,10.52064623
0,29.60708204,1,0,0,11.1236502
0,19.92243763,0,0,0,0.4027172
0,19.68888282,0,0,0,1.663272305
0,22.91521255,0,0,0,1.897508451
0,27.53508206,1,1,0,4.925605953
0,18.28949748,0,0,0,0.033446415
0,22.12216727,0,0,0,3.446245489
0,34.31997825,0,1,0,15.6598148
0,19.74903908,0,0,0,1.41072212
0,19.66102643,0,1,0,1.64974131
0,25.53866532,0,1,0,4.470168733
0,49.39943721,0,1,1,23.48346503
0,24.0477099,0,1,0,6.010277712
0,40.87127212,0,1,0,0.434294663
0,19.36654355,0,1,0,1.352413236
0,27.62974903,0,0,0,6.924196934
0,25.6304295,0,1,0,6.637201707
0,20.80984332,1,0,0,1.197686126
0,43.11788816,0,1,0,11.43889454
0,24.03780969,0,1,0,6.021727368
0,24.11560944,0,1,0,6.077512727
0,24.91328193,0,0,0,1.087458527
0,32.77014434,0,1,0,1.291644659
0,19.3215155,0,1,0,1.315279381
0,18.35010225,0,1,0,0.157544996
0,22.05319679,0,0,0,2.092006979
0,33.73161747,1,1,0,13.8376947
0,34.47029262,0,1,0,4.742560979
0,18.40676932,0,1,0,0.405336615
0,25.10428601,0,1,0,1.204916184
0,21.88637253,0,1,0,2.937894067
0,24.72163125,0,1,0,6.693125195
0,21.14315248,0,1,0,3.138730623
0,19.72825582,0,1,0,1.548959321
0,31.67328784,0,0,0,13.67233089
0,44.93626897,0,1,0,16.90216303
0,22.17839873,0,1,0,2.968816327
0,33.68553497,0,1,0,6.787848208
0,24.54704725,0,1,0,2.878941209
0,34.67726272,0,1,0,11.7746394
2,24.68322281,1,1,0,4.59646073
0,19.97090091,0,0,0,0.886181122
0,18.49873355,0,1,0,0.421128076
0,29.7682775,0,1,1,11.29880391
0,21.56363248,1,0,0,3.390553852
1,23.4585317,0,1,0,1.26778822
0,29.30518243,0,0,0,9.973285698
0,24.21046958,0,0,0,6.049079703
0,31.81743692,1,1,0,6.775687265
0,25.01547512,1,1,0,7.002997915
0,24.76068314,0,0,0,6.759423306
0,18.13476641,0,1,0,0.133927502
0,21.51271217,0,1,0,3.506914144
0,30.6818035,0,1,0,10.97144883
0,50.39953724,0,1,0,8.277371542
0,18.79890534,0,1,0,0.767067888
0,24.59831516,0,1,0,5.517670285
0,31.22644197,0,1,0,11.0861003
0,23.03088187,0,1,0,5.004090273
0,22.68322858,0,1,1,4.663056838
0,27.03675226,0,1,0,8.851222712
0,24.42090393,0,1,0,5.217235318
0,20.35380589,0,1,0,1.420839733
2,18.19384634,0,1,0,0.181806447
0,39.27732458,0,0,0,10.7269628
0,24.21763849,0,0,0,4.884243031
1,23.52763642,0,1,0,4.222637853
0,20.23019205,0,1,0,0.249609184
0,36.02907265,1,0,0,9.279208195
0,31.34762297,0,1,0,6.145392036
0,20.99535402,0,0,0,2.607042717
0,18.19270017,0,1,0,0.111252244
0,21.23445423,0,1,1,2.894734492
0,18.39980884,0,1,0,0.393136542
1,34.19899321,0,0,0,15.81901752
0,24.79208318,0,0,0,5.587332802
0,23.61611949,0,1,0,1.839553537
0,21.89637854,1,0,0,1.326424273
0,22.96444545,0,1,0,2.589827204
0,19.58281556,0,1,0,0.429579514
0,19.98963618,0,1,0,1.961232921
0,30.31611958,1,0,0,12.31274724
1,18.9407544,1,1,1,0.134362671
0,33.3255524,0,0,0,9.990117133
0,25.57029588,1,1,0,7.161991773
0,34.10446369,1,1,0,13.82553537
0,19.39107817,0,1,0,0.428925547
0,23.05465415,0,1,0,3.792867759
0,22.25157415,0,1,0,2.969912853
0,29.74629773,0,1,0,3.484604201
0,18.13859767,1,1,0,0.127480913
0,23.05557263,0,0,0,5.019094364
0,20.54591751,0,0,0,1.207271943
0,25.64687217,0,1,0,7.571303774
0,21.44895448,0,1,1,3.340269921
0,18.33186585,1,1,0,0.270443122
0,21.17267614,0,0,0,2.339495925
0,39.26675729,0,1,0,21.26203522
0,24.16564943,0,1,0,5.03559584
0,19.06220974,0,1,0,0.684336848
1,28.07627699,1,1,0,1.649470076
0,20.41170586,1,0,0,2.18468281
0,33.957159,0,0,0,11.18935093
0,21.08538191,0,1,0,3.009721274
0,22.27318261,0,0,0,4.269637427
0,24.91620485,0,1,0,6.915658528
1,21.62077709,0,1,0,1.117546655
0,35.35797762,0,1,0,15.15539286
0,23.85671712,0,1,0,0.822074408
0,22.35292449,0,1,0,4.238498674
0,28.45532889,0,0,0,1.430350617
0,21.45784393,0,1,0,1.527508367
0,34.61375198,0,1,0,14.93628297
0,29.97933098,1,1,0,2.657982768
0,21.93253852,0,1,1,3.749583812
0,28.85899627,0,0,0,10.83229525
0,21.43336636,0,1,0,2.081340673
0,22.98518033,0,1,0,4.323958616
0,23.32248571,0,0,0,0.740172265
0,22.50650275,0,0,0,1.286578748
0,23.19639611,0,1,0,0.345679455
0,29.72109774,0,1,0,4.611813837
0,18.3759663,1,1,0,0.099797508
0,19.69830583,0,1,0,1.690393398
0,26.39781237,0,1,1,8.318049912
0,21.1514148,0,1,1,1.538397236
0,21.82748734,0,1,0,2.775383397
0,20.9695534,0,0,0,2.925346557
0,29.87218303,0,1,0,7.077630382
1,21.74635698,0,1,1,1.392940933
0,21.83873961,0,1,1,0.473950557
0,24.44422869,0,1,0,1.119931337
0,18.06139156,0,1,0,0.014468379
0,19.29147943,0,1,0,1.079645195
1,19.91059552,0,1,0,0.10918266
0,23.26853943,0,0,0,4.604879473
0,45.71157194,0,1,0,27.70481748
0,20.42413979,0,0,0,2.421477873
0,55.092351,0,1,0,19.45994609
0,18.09326161,0,1,0,0.084812152
0,25.80497678,0,0,0,5.730026784
0,21.08788681,0,1,0,1.212244702
0,20.04440057,0,1,0,1.965935669
1,34.58709335,0,0,0,12.59000212
1,29.08433628,1,0,0,8.141565399
0,20.70719667,0,0,0,1.603934857
0,19.16769445,0,1,0,0.909506864
0,19.39784941,0,1,0,0.8335458
0,44.86946826,0,0,0,16.65176053
0,32.40039228,0,1,0,11.06221427
0,21.0991181,0,0,0,3.01353306
0,22.04477172,0,1,0,3.575515549
1,22.16301382,0,1,0,3.049432996
0,18.88097189,0,1,0,0.683495925
0,36.70913135,0,1,0,17.54449553
1,18.31289235,0,0,0,0.17731662
0,18.3628352,0,1,0,0.318527695
0,26.69407572,0,1,0,8.672829997
0,25.5883782,0,1,0,1.546971588
0,25.19575232,0,1,0,5.661131107
0,21.94760541,0,1,0,1.270934661
0,23.87477994,0,1,0,5.497515467
0,32.79797172,0,1,0,10.55722819
0,55.96775233,0,0,0,0.711362897
0,23.31384479,0,1,0,4.555741745
0,25.07409305,0,1,0,4.769953025
0,33.42592755,1,0,0,0.86920522
0,21.16800794,0,1,0,2.364686385
0,26.1150396,0,1,0,6.649877911
0,19.96682654,0,1,0,1.386188821
0,20.61613108,0,1,0,2.463182327
0,20.51135244,0,1,0,1.42804664
0,23.07417926,0,0,0,4.865389041
0,26.120348,0,1,0,4.658715523
0,20.6808582,0,1,0,2.418951445
0,25.05742378,0,1,0,0.235976691
1,49.13888728,0,1,0,23.89775503
0,52.56480996,1,1,0,11.87706893
0,27.35081784,0,0,0,0.700348013
0,20.46875309,0,1,1,2.468710913
0,21.26108157,0,0,0,2.215626363
0,25.96377072,0,1,0,7.914691104
0,28.60680551,0,1,0,8.966822831
0,21.80481752,1,1,0,2.731497262
0,25.54142666,0,0,1,5.311346143
0,34.16285223,0,1,0,15.9100439
0,30.41133892,0,1,0,5.382843219
0,21.07152018,1,1,0,3.043299264
1,28.54318373,0,1,0,0.59120541
0,18.43713958,0,0,0,0.352038993
0,53.99249566,0,0,0,34.19712034
0,28.80238923,0,1,0,10.42327568
0,24.21610625,0,0,0,0.186975075
0,50.25350432,0,0,1,29.04709723
0,26.08162483,0,1,0,7.369779514
0,27.8484533,0,1,0,9.618999629
0,21.52234287,0,1,0,0.594678597
0,30.45249222,0,1,0,10.42513394
0,36.90676648,0,1,0,8.427745991
0,29.54141542,0,1,0,8.11359918
0,33.4502711,0,0,0,9.877098337
0,37.04732453,0,1,0,18.76366691
0,35.22521891,0,0,0,10.74695265
0,20.51540899,0,1,0,1.425762048
0,29.94057074,0,1,0,7.040144745
0,26.25936554,0,0,0,6.538534316
0,41.68514922,0,1,0,11.67817947
0,30.11969026,0,1,0,7.503587971
0,20.26613958,0,1,0,1.423300334
0,43.8612464,0,1,0,19.21746433
0,20.3328048,0,1,0,0.918363269
0,18.78792259,0,1,0,0.677118608
0,24.66321553,1,1,0,6.595375156
0,24.72658429,0,1,0,4.507196279
0,22.3195173,0,0,0,4.249678546
0,22.84313509,0,1,0,2.167234714
0,30.47718666,0,1,0,11.86865005
0,37.21564174,1,1,0,12.16905067
0,18.22276687,0,0,0,0.214489652
0,51.1142943,0,1,0,30.19620651
0,29.29915258,0,1,0,7.570757012
0,29.95626072,0,0,0,6.378739507
1,27.72481655,0,1,0,6.623412775
0,30.17747069,0,1,0,11.39866996
0,21.36996093,0,1,0,3.221391445
0,27.13029883,0,1,0,5.713222422
1,30.24707172,0,1,0,12.12911387
0,32.19830193,0,0,0,13.92468709
0,27.7076554,0,0,0,8.105725217
0,46.32618799,0,1,0,20.40309322
0,20.74814205,0,0,0,1.997624239
0,19.67604758,0,1,0,1.527584524
0,18.62254358,0,1,0,0.272936156
0,23.63964436,0,1,0,3.661035044
0,19.82843701,0,1,0,1.608903005
0,23.19820629,0,0,0,0.740614471
0,20.62323397,0,1,0,0.939520388
0,19.71539677,0,1,0,1.207234418
0,19.38385367,0,1,0,0.746519505
0,33.76539091,0,1,0,15.44424525
0,31.08990369,0,0,0,9.770434889
0,19.0911745,1,1,0,1.088115399
0,38.90837555,0,1,0,20.74428309
0,25.09346679,1,1,0,6.511991845
0,23.46236044,0,0,0,1.23702193
0,21.42986321,0,1,0,1.255904472
0,34.76242125,0,1,0,12.50114439
0,29.80080967,0,1,0,3.286678991
0,29.17024723,0,1,0,2.105410416
0,18.60873262,0,1,0,0.414320397
0,25.91562883,0,1,0,5.757817211
0,26.67399741,1,0,0,7.227302969
0,31.33585402,0,1,1,13.27754268
0,26.77471629,0,0,0,5.332302085
0,26.18734607,0,1,0,4.571702678
1,25.91841749,0,0,0,6.491964921
0,19.85683669,0,0,0,0.830396695
0,18.22621392,1,1,1,0.207975239
0,21.01158092,0,1,0,1.572896126
0,18.3359217,0,1,0,0.296861494
0,33.6813057,0,1,0,14.69911524
0,21.07645086,0,0,0,2.263823406
0,27.13176934,0,1,0,2.090154443
0,27.47246763,0,1,0,5.849284801
0,26.6827211,0,0,0,4.861285802
0,19.85704163,0,1,0,0.44597703
0,26.16115326,0,0,0,6.825529928
0,31.22602894,0,1,1,4.82295059
0,33.00253474,0,0,0,10.14697245
0,27.28023717,0,0,0,2.712901843
0,28.79962646,0,0,1,10.0701841
0,20.31660337,0,1,0,1.976447828
0,18.87145733,1,0,0,0.561494543
0,18.94025565,0,1,0,0.45414448
0,18.33109011,0,1,1,0.287093913
0,19.47999829,0,1,0,1.473651881
0,37.31122249,0,1,0,10.49904528
0,23.65120655,0,1,0,0.895069959
0,19.09533819,1,1,0,1.071277466
0,28.5042674,0,0,0,0.556739993
0,24.6747989,0,0,0,5.15740959
0,26.58616823,0,0,0,6.764704459
0,21.0760113,0,0,0,2.477404571
0,21.21953675,0,0,0,2.172322678
1,25.70024855,0,1,0,6.550682215
0,42.64630159,0,1,0,24.61374207
0,23.85547528,0,0,0,2.75290384
0,24.87860308,0,0,0,3.719775223
0,19.519152,0,1,0,1.165113923
0,20.99271579,0,0,0,2.624793046
0,41.53562267,0,0,1,12.28763747
0,25.58299555,0,1,0,7.021254011
0,22.2287537,1,1,1,4.12933553
0,22.63691197,0,1,0,4.498883848
0,20.29072286,0,1,0,1.540833936
0,19.0822856,0,1,1,0.624820257
0,19.19230515,0,1,0,0.844951083
0,41.33762914,0,1,0,21.8778252
0,21.84730666,0,1,0,3.783302181
0,29.17715011,0,1,0,9.362581176
0,32.18868619,1,1,0,12.49398035
0,24.51467347,0,0,0,6.180529019
0,47.76276093,0,1,1,28.95176263
0,22.65716456,0,0,0,4.627939216
0,27.60768578,0,0,0,7.441202683
1,21.82068522,0,1,0,1.932250747
0,18.06899309,0,1,0,0.040783233
1,18.60271509,0,1,0,0.075595439
0,20.78844645,1,1,0,1.357383981
